UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,FPOFFER,HDEGOFFR,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,DFRCGID 
118392,Marinello School of Beauty,2700 Colorado Blvd Ste 266,Los Angeles,CA,90041,6,8,Dr. Nagui Elyas,President,3232546226,952464816,745600,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,34
118417,Marinello School of Beauty,18442 Sherman Way,Reseda,CA,91335,6,8,Dr. Nagui Elyas,President,8188812521,952464816,721000,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,29
118426,Marinello School of Beauty,6219 Laurel Canyon Blvd,North Hollywood,CA,91606,6,8,Dr. Nagui Elyas,President,8189801300,952464816,725800,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,32
118435,Marinello School of Beauty,940 N. Mountain Ave,Ontario,CA,91764,6,8,Dr. Nagui Elyas,President,9099845884,952464816,1076800,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,40140,1,348,-2,24
118444,Marinello School of Beauty,7550 Miramar Road,San Diego,CA,92126,6,8,Dr. Nagui Elyas,President,8585479260,952464816,722600,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41740,1,-2,-2,23
118453,Marinello School of Beauty,721-E W 2nd St,San Bernardino,CA,92410,6,8,Dr. Nagui Elyas,President,9098848747,952464816,721900,1,marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,40140,1,348,-2,22
118480,Marinello School of Beauty,118 Plaza Drive,West Covina,CA,91790,6,8,Dr. Nagui Elyas,President,6269621021,952464816,720500,1,marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,27
118541,Marymount College,30800 Palos Verdes Dr. East,Rancho Palos Verdes,CA,90275-6299,6,8,Michael S. Brophy,President,3103775501,952113260,1047400,1,www.marymountpv.edu, , , ,5,2,2,3,1,2,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,4,1,2,40,2,2,1,31100,1,348,-2,106
118684,Mendocino College,1000 Hensley Creek Road,Ukiah,CA,95482,6,8,Kathryn G. Lehner,Superintendent/President,7074683000,946002711,1167200,1,www.mendocino.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,1,2,2,46380,2,-2,-2,91
118693,Menlo College,1000 El Camino Real,Atherton,CA,94027-4301,6,8,Dr. G. Timothy Haight,President,8005563656,943204136,123600,1,www.menlo.edu,www.menlo.edu/admissions/admissions.php,www.menlo.edu/admissions.tuition.php,www.menlo.edu/portal_applicants/applicants.php,2,1,2,5,1,2,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,29,-2,-2,-2,2,-2,32,2,2,1,41860,1,488,-2,207
118709,Mennonite Brethren Biblical Seminary,4824 E Butler,Fresno,CA,93727-5097,6,8,Jim Holm,President,5592518628,946128992,1036800,1,www.mbseminary.edu,www.mbseminary.edu,www.mbseminary.edu,www.mbseminary.edu,2,1,2,7,2,1,1,21,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,1,24,-2,-2,-2,7,-2,51,2,2,1,23420,1,260,-2,192
118718,Merced College,3600 M St,Merced,CA,95348-2898,6,8,Benjamin T Duran,Superintendent President,2093846000,770362218,123700,1,www.mccd.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,1,2,4,32900,1,-2,-2,88
118772,Merritt College,12500 Campus Dr,Oakland,CA,94619-3196,6,8,Dr. Robert Adams,President,5105314911,941590799,126700,1,www.merritt.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,1,2,3,41860,1,488,-2,103
118888,Mills College,5000 MacArthur Blvd,Oakland,CA,94613,6,8,Janet L Holmgren,President,5104302255,941156566,123800,1,www.mills.edu,www.mills.edu/admission/index.php,www.mills.edu/student_services/financial_aid/index.php,www.applyweb.com/apply/millsug/menu.html,2,1,2,9,1,1,2,10,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,4,12,11,5,11,31,1,2,2,41860,1,488,-2,158
118912,Miracosta College,One Barnard Dr,Oceanside,CA,92056-3899,6,8,John Hendrickson,Interim Superintendent/President,7607572121,956006662,123900,1,www.miracosta.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,4,40,1,2,4,41740,1,-2,-2,97
118921,Miss Martys Hair Academy and Esthetics Institute,1087 Mission Street,San Francisco,CA,94103,6,8,Dorothy Bell,Director,4152274240,941514987,2338700,1,www.missmartys.com/page5.html, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41860,1,488,-2,35
118930,Mission College,3000 Mission College Blvd,Santa Clara,CA,95054-1897,6,8,Harriett Robles,President,4089882200,-1,2119100,1,www.missioncollege.org/,www.missioncollege.org/admissions/admis.html,www.missioncollege.org/student_services/financial_aid/default.html,www.missioncollege.org/admissions/apply.html,4,2,1,4,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,3,40,1,2,3,41940,1,488,-2,97
118958,Modern Beauty Academy,699 South C St,Oxnard,CA,93030,6,8,Duane Davis,President,8054834994,952123600,720400,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,37100,1,348,-2,38
118967,Maric College-North Hollywood,6180 Laurel Cyn Blvd Ste 101,North Hollywood,CA,91606-3231,6,8,Mark Newman,Campus President,8187632563,582044179,2539100,1,mariccollege.edu, , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,40,2,2,2,31100,1,348,-2,61
118976,Modesto Junior College,435 College Ave,Modesto,CA,95350-5800,6,8,Richard Rose,President,2095756498,521566989,124000,1,mjc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,MJC,4,3,1,-1,1,1,4,40,1,2,4,33700,1,-2,-2,87
118994,Moler Barber College,3815 Telegraph Ave,Oakland,CA,94609-2419,6,8,Elsia Curry,Owner/Director,5106524177,942546511,2185800,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41860,1,488,-2,49
119058,Monterey Institute of International Studies,460 Pierce Street,Monterey,CA,93940,6,8,Clara Yu,President,8316474100,941425570,124100,1,www.miis.edu,www.miis.edu/admissions.html?catid=144,www.miis.edu/finaid/index.html?catid=25,www.miis.edu/admfi-admi-onapp.html,2,1,2,7,1,1,2,20,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,Monterey Institute,2,18,5,5,9,6,6,21,1,2,1,41500,1,-2,-2,152
119067,Monterey Peninsula College,980 Fremont St,Monterey,CA,93940-4799,6,8,Douglas Garrison,President Superintendent,8316464000,942314506,124200,1,www.mpc.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,4,40,1,2,3,41500,1,-2,-2,90
119137,Moorpark College,7075 Campus Rd,Moorpark,CA,93021-1695,6,8,Eva Conrad,President,8053781400,952224338,711500,1,www.moorparkcollege.edu,www.moorparkcollege.edu/htdocs/info/admit.html,www.vcccd.net/finaid.nsf/mc/$first,www.cccapply.org/Applications/California_Community_College/apply/Moorpark_College.html,4,2,1,4,1,2,2,40,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,2,1,4,40,1,2,4,37100,1,348,-2,101
119164,Mt San Antonio College,1100 N Grand Ave,Walnut,CA,91789-1399,6,8,John Nixon,Interim Pres/CEO,9095945611,956002131,124500,1,www.mtsac.edu,www.mtsac.edu/pathways/,www.mtsac.edu/students/finaid/,www.cccapply.org/Applications/California_Community_College/apply/Mt_San_Antonio_College.html,4,2,1,4,1,2,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Mt. SAC,4,4,1,-1,1,1,5,40,1,2,5,31100,1,348,-2,92
119173,Mount St Mary's College,12001 Chalon Rd,Los Angeles,CA,90049-1599,6,8,Dr. Jacqueline Powers Doud,President,3109544000,951641455,124300,1,www.msmc.la.edu, , , ,2,1,2,9,1,1,2,10,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,10,6,8,4,10,21,1,2,2,31100,1,348,-2,162
119216,Mt. San Jacinto Community College District,1499 N State St,San Jacinto,CA,92583-2399,6,8,Dr. Jon Tyler,Interim Superintendent/President,9514873002,-1,124600,1,www.msjc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,Mt. San Jacinto CCD,4,5,1,-1,1,1,4,40,1,2,4,40140,1,348,-2,96
119234,Mueller College of Holistic Studies,4607 Park Blvd,San Diego,CA,92116-2630,6,8, , ,6192919811,-1,3933300,1,www.mueller.edu, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41740,1,-2,-2,19
119270,Musicians Institute,1655 McCadden,Hollywood,CA,90028,6,8,Hisatake Shibuya,President,3234621384,953104185,2161800,1,www.mi.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,30,-2,-2,-2,2,-2,56,2,2,2,31100,1,348,-2,208
119331,Napa Valley College,2277 Napa-Vallejo Hwy,Napa,CA,94558-6236,6,8,Dr. Christopher McCarthy,Superintendent President,7072533000,680314463,124700,1,www.napavalley.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,1,2,3,34900,1,488,-2,103
119340,Everest College-San Francisco,814 Mission St  Suite 500,San Francisco,CA,94103-9946,6,8,Stephanie Hunt,Director of Student Finance,4157772500,954520525,1102400,1,WWW.everest. edu, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41860,1,488,-2,55
119359,Everest College-Reseda,18040 Sherman Way Ste 400,Reseda,CA,91335-4631,6,8,Lani Townsend,President,8187740550,954520525,1110900,1,www.everest.edu/campus/reseda?&dmredirect=INTCCICP&date=3, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,56
119368,Everest College-LA Wilshire,3460 Wilshire Blvd Ste 500,Los Angeles,CA,90010,6,8,Bob Bosic,Regional Vice President of Operations,2133889950,954520525,760600,1,bryman-college.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,56
119438,Everest College-San Jose,1245 South Winchester Blvd #102,San Jose,CA,95128,6,8,Scott Kido,RVP Operations,4082464171,954520525,1206100,1,www.everest.edu/campus/san_jose, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41940,1,488,-2,56
119456,Everest College-Gardena,"1045 W. Redondo Beach Boulevard, Suite 275",Gardena,CA,90247,6,8,Revina Miller,College President,3105277105,954520525,1112300,1,cci.edu, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,56
119465,Everest College-Alhambra,2215 Mission Rd,Alhambra,CA,91803,6,8,Linnea Ray,School President,6269794940,954520525,809000,1,www.everest-college.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,55
119508,Everest College-San Bernardino,"217 E. Club Center Drive, Ste. A",San Bernardino,CA,92408,6,8,Fred Faridian,President,9097773300,954520525,449400,1,everest.edu/campus/san_bernardino,everest.edu/campus/san_bernardino,everest.edu/campus/san_bernardino,everest.edu/campus/san_bernardino,6,2,3,3,1,2,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,0,-1,4,1,2,-3,2,2,1,40140,1,348,-2,126
119544,The National Hispanic University,14271 Story Rd,San Jose,CA,95127-3823,6,8,Dr. David P. Lopez,President,4082546900,-1,2518400,1,www.nhu.edu, , , ,2,1,2,6,1,1,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,NHU,2,22,12,0,5,5,6,31,2,2,1,41940,1,488,-2,183
119553,National Holistic Institute,5900 Hollis St Ste Q,Emeryville,CA,94608-2008,6,8,Mason Myers,President,5105476442,943013724,2542300,1,www.nhi.com, , , ,9,3,3,1,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41860,1,488,-2,56
119605,National University,11255 North Torrey Pines Road,La Jolla,CA,92037-1011,6,8,Jerry C Lee,Chancellor/President,8006288648,237172306,1146000,1,www.nu.edu,www.nu.edu/Admissions.html,www.nu.edu/Admissions/FinancialAid.html,www.nu.edu/Admissions/ApplyOnline.html,2,1,2,7,1,1,2,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,10,4,5,6,15,21,2,2,5,41740,1,-2,-2,148
119678,Naval Postgraduate School,1 University Circle,Monterey,CA,93943,6,0,Daniel Oliver,President,8316562023,-1,-2,6,www.nps.edu,www.nps.edu/NewStudents/index.html, , ,1,1,1,9,2,1,2,10,1,2,-1,-1,2,22,0,A ,-2,-2,-2,1,1,2,6,1, ,1,18,5,17,0,7,18,59,-1,2,2,41500,1,-2,-2,-2
119711,New College of California,777 Valencia Street,San Francisco,CA,94110,6,8,Luis Molina,Acting President,4154373400,941750468,1083100,7,www.newcollege.edu, , , ,2,1,2,7,1,1,1,21,1,2,-2,2,2,11,1,M ,-2,2008,Jan-08,1,1,1,1,1, ,2,19,4,8,9,5,6,22,-2,2,1,41860,1,488,-2,158
119775,Newschool of Architecture and Design,1249 F St,San Diego,CA,92101,6,8,Steven Altman,President,6192354100,364388706,3043900,1,www.newschoolarch.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,30,-2,-2,-2,6,-2,56,2,2,1,41740,1,-2,-2,210
119827,Marinello School of Beauty,6111 Wilshire Boulevard,Los Angeles,CA,90048,6,8,Dr. Nagui Elyas,President,3239382005,952464816,714800,1,marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,26
119845,Newberry School of Beauty,16860 Devonshire Blvd,Granada Hills,CA,91344-7401,6,8,Deanne Jacobson,President,8183663211,954261663,713000,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,24
119951,North Adrians Beauty College,124 Floyd Ave,Modesto,CA,95350-2381,6,8,Rebecca Abinales,Vice-President,2095262040,941669581,718700,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2,"North Adrian's College of Beauty, Inc.",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33700,1,-2,-2,31
120023,North Orange County Community College District,1830 W. Romneya Drive,Anaheim,CA,92801-1819,6,8,Jerome Hunter,Chancellor,7148084500,952394131,001193A1,2,www.nocccd.edu, , , ,0,2,1,3,1,2,2,40,1,2,2,-2,2,11,1,A ,-2,-2,-2,1,1,1,1,-2, ,-2,-3,-3,-3,-3,-3,-3,-3,2,2,-2,31100,1,348,-2,-2
120069,North-West College-Pomona,134 W Holt Ave,Pomona,CA,91768,6,8,Marsha Fuerst,CEO/Executive Director,9096231552,951729727,1287200,1,www.north-westcollege.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,59
120078,North-West College-West Covina,2121 W Garvey Ave,West Covina,CA,91790,6,8,Marsha Fuerst,CEO/Executive Director,6269605046,951729727,1170700,1,www.northwestcollege.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,56
120087,North-West College-Pasadena,530 E Union,Pasadena,CA,91101,6,8,Marsha Fuerst,CEO/Executive Director,6267965815,951729727,2591600,1,www.north-westcollege.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,61
120166,Northwestern Polytechnic University,47671 Westinghouse Drive,Fremont,CA,94539,6,8,George T C Hsieh,President,5106575913,942933165,-2,6,www.npu.edu, , , ,2,1,2,9,1,1,2,10,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,2,1, ,2,27,-2,-2,-2,6,-2,54,2,2,1,41860,1,488,-2,-2
120184,Notre Dame de Namur University,1500 Ralston Ave,Belmont,CA,94002-1908,6,8,"John B. Oblak, Ph.D.",President,6505083500,941156646,117900,1,www.ndnu.edu,www.ndnu.edu/admissions/,www.ndnu.edu/academics/financial-aid/, ,2,1,2,8,1,1,2,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,NDNU,2,18,10,7,7,5,10,21,1,2,2,41860,1,488,-2,152
120254,Occidental College,1600 Campus Rd,Los Angeles,CA,90041-3392,6,8,Susan Prager,President,3232592500,951667177,124900,1,www.oxy.edu,www.oxy.edu/Admission.xml,www.oxy.edu/FinAid.xml,www.oxy.edu/Apply.xml,2,1,2,7,1,1,2,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Oxy,2,21,3,1,12,3,11,31,1,2,2,31100,1,348,-2,168
120272,Oceanside College of Beauty,1575 S Coast Hwy,Oceanside,CA,92054-5356,6,8,Raymond R. Stainback,President,7607576161,953286308,1298900,1,ocb.edu,www.ocb.edu, , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41740,1,-2,-2,35
120290,Ohlone College,43600 Mission Blvd,Fremont,CA,94539-0390,6,8,Douglas Treadway,Pres/Sprntndnt,5106596000,942378181,448100,1,www.ohlone.edu,www.ohlone.edu/org/admissions/,www.ohlone.edu/org/finaid/,www.cccapply.org/Applications/California_Community_College/apply/Ohlone_College.html,4,2,1,4,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,4,1,-1,1,1,3,40,1,2,4,41860,1,488,-2,93
120342,Orange Coast College,2701 Fairview Road,Costa Mesa,CA,92628-5005,6,8,Bob Dees,President,7144325072,-1,125000,1,www.orangecoastcollege.edu/, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,2,1,5,40,1,2,5,31100,1,348,-2,96
120403,Otis College of Art and Design,9045 Lincoln Blvd,Los Angeles,CA,90045-3505,6,8,Samuel Hoi,President,8005276847,132981115,125100,1,www.otis.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"Otis Art Institute, Otis Parsons, Otis/Parsons",2,30,-2,-2,-2,3,-2,56,2,2,2,31100,1,348,-2,209
120421,Oxnard College,4000 S Rose Ave,Oxnard,CA,93033-6699,6,8,Richard Duran,President,8059865800,952224338,1284200,1,www.oxnardcollege.edu,www.oxnardcollege.edu/studentservices/admissions/index.asp,www.oxnardcollege.edu/studentservices/financialaid/index.asp,www.cccapply.org/Applications/California_Community_College/apply/Oxnard_College.html,4,2,1,3,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,1,2,3,37100,1,348,-2,103
120537,Hope International University,2500 E Nutwood Ave,Fullerton,CA,92831-3199,6,8,John L. Derry,President,7148793901,951916051,125200,1,www.hiu.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Hope|HIU|Pacific Christian College|PCC|School of Professional Studies|SPS|School of Graduate Studies|SGS|Hope University|Fullerton|Orange County|California|,2,20,16,8,5,4,6,21,2,2,1,31100,1,348,-2,163
120661,Concorde Career Colleges,4393 Imperial Avenue,San Diego,CA,92113-1964,6,8,Shawn Traudt,Campus President,8008528434,952659633,793000,1,www.concorde.edu, , , ,6,2,3,4,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,-3,-3,-3,-3,-3,-3,-3,2,2,1,41740,1,-2,-2,127
120698,Pacific Graduate School of Psychology,935 E Meadow Dr,Palo Alto,CA,94303,6,8,Allen D Calvin,President,6504947477,942340692,2138300,1,www.pgsp.edu, , , ,2,1,2,9,1,1,2,10,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,26,-2,-2,-2,7,-2,59,1,2,1,41940,1,488,-2,201
120740,Pacific Lutheran Theological Seminary,2770 Marin Ave,Berkeley,CA,94708-1597,6,8,Phyllis Anderson,President,5105245264,941384685,125400,1,www.plts.edu,www.plts.edu/admissions.html,www.plts.edu/aid.html,www.plts.edu/how_to_apply.html,2,1,2,8,2,1,1,21,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,1,24,-2,-2,-2,7,-2,51,1,2,1,41860,1,488,-2,192
120768,Pacific Oaks College,5 Westmoreland Pl,Pasadena,CA,91103,6,8,Carolyn H Denham,President,6263971300,951716809,125500,1,www.pacificoaks.edu,www.pacificoaks.edu/pages/113.asp,www.pacificoaks.edu/pages/167.asp,www.pacificoaks.edu/pages.asp,2,1,2,8,1,1,2,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,32,-2,-2,-2,6,-2,59,2,2,2,31100,1,348,-2,212
120795,Pacific School of Religion,1798 Scenic Ave,Berkeley,CA,94709,6,8,William McKinney,President,5108480528,941186179,125600,1,www.psr.edu,www.psr.edu/page.cfm?l=2,www.gtu.edu/admissions/financial-aid, ,2,1,2,9,2,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,1,24,-2,-2,-2,7,-2,51,1,2,1,41860,1,488,-2,196
120838,Pacific States University,1516 S Western Ave,Los Angeles,CA,90006-4234,6,8,Jae Duk Kim,President,3.23731E+11,-1,3163300,1,www.psuca.edu, , , ,2,1,2,9,1,1,2,10,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,14,7,9,6,6,55,2,2,1,31100,1,348,-2,163
120865,Pacific Union College,One Angwin Ave,Angwin,CA,94508-9707,6,8,Richard C. Osborn,President,7079656311,941279798,125800,1,www.puc.edu,www.puc.edu/PUC/enrollment/procedures.shtml,www.puc.edu/PUC/enrollment/financialaid.shtml,www.puc.edu/PUC/enrollment/application.shtml,2,1,2,7,1,1,2,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,PUC,2,22,9,1,9,3,11,32,1,2,2,34900,1,488,-2,178
120883,University of the Pacific,3601 Pacific Ave,Stockton,CA,95211-0197,6,8,Donald V DeRosa,President,2099462011,941156266,132900,1,www.pacific.edu, , , ,2,1,2,9,1,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Pacific | UOP | University of Pacific | Pacific University | U. Pacific | Univ. of Pacific | U. of Pacific,2,17,10,18,13,5,14,16,1,2,3,44700,1,-2,-2,141
120944,Palmer College of Chiropractic-West,90 E Tasman Dr,San Jose,CA,95134-1617,6,8,William Meeker,President,4089446000,942515428,2184900,1,www.palmer.edu, , , ,2,1,2,-2,2,2,1,1,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,1,26,-2,-2,-2,7,-2,53,2,2,1,41940,1,488,-2,201
120953,Palo Verde College,One College Drive,Blythe,CA,92225,6,8,James Hottois,Supt/President,7609215500,330833195,125900,1,www.paloverde.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,2,40,1,2,2,40140,1,348,-2,98
120971,Palomar College,1140 W. Mission,San Marcos,CA,92069-1487,6,8,Robert Deegan,Superintendent/President,7.60744E+13,956002227,126000,1,WWW.PALOMAR.EDU, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,5,40,1,2,5,41740,1,-2,-2,96
